I1(135deg) AUX DEG X DEG
3.4 0.54981 -81.227 0 0
3.5 0.56348 -82.008 0 0
3.6 0.5835 -82.797 0 0
3.7 0.60157 -83.547 0 0
3.8 0.61719 -84.36 0 0
3.9 0.63721 -85.102 0 0
4 0.65528 -85.883 0 0
4.1 0.66895 -86.68 0 0
4.2 0.6875 -87.485 0 0
4.3 0.70264 -88.251 0 0
4.4 0.71924 -89.047 0 0
4.5 0.73926 -89.813 0 0
4.6 0.75342 -90.571 0 0
4.7 0.76807 -91.376 0 0
4.8 0.78663 -92.141 0 0
4.9 0.80176 -92.915 0 0
5 0.81885 -93.719 0 0
5.1 0.83545 -94.516 0 0
5.2 0.85352 -95.282 0 0
5.3 0.86621 -96.04 0 0
5.4 0.88623 -96.852 0 0
5.5 0.90088 -97.61 0 0
5.6 0.91651 -98.422 0 0
5.7 0.93506 -99.172 0 0
5.8 0.95362 -99.954 0 0
5.9 0.96827 -100.73 0 0
6 0.98389 -101.55 0 0
6.1 0.99756 -102.3 0 0
6.2 1.0147 -103.11 0 0
6.3 1.0293 -103.88 0 0
6.4 1.0469 -104.65 0 0
6.5 1.0615 -105.42 0 0
6.6 1.0776 -106.21 0 0
6.7 1.0928 -107.02 0 0
6.8 1.106 -107.77 0 0
6.9 1.1216 -108.56 0 0
7 1.1382 -109.34 0 0
7.1 1.1504 -110.13 0 0
7.2 1.166 -110.89 0 0
7.3 1.1836 -111.67 0 0
7.4 1.1992 -112.46 0 0
7.5 1.2119 -113.26 0 0
7.6 1.228 -113.98 0 0
7.7 1.2432 -114.77 0 0
7.8 1.2539 -115.61 0 0
7.9 1.2759 -116.38 0 0
8 1.2896 -117.13 0 0
8.1 1.3003 -117.93 0 0
8.2 1.314 -118.71 0 0
8.3 1.3306 -119.48 0 0
8.4 1.3428 -120.27 0 0
8.5 1.355 -121.02 0 0
8.6 1.3692 -121.83 0 0
8.7 1.3814 -122.62 0 0
8.8 1.3965 -123.38 0 0
8.9 1.4082 -124.17 0 0
9 1.4209 -124.95 0 0
9.1 1.4336 -125.73 0 0
9.2 1.4458 -126.53 0 0
9.3 1.4595 -127.27 0 0
9.4 1.4683 -128.07 0 0
9.5 1.4824 -128.82 0 0
9.6 1.4956 -129.63 0 0
9.7 1.5093 -130.4 0 0
9.8 1.519 -131.22 0 0
9.9 1.5259 -131.97 0 0
