I1(135deg) AUX DEG X DEG
-4 0.65528 108.81 0 0
-4.1 0.67188 108.01 0 0
-4.2 0.6875 107.24 0 0
-4.3 0.70459 106.43 0 0
-4.4 0.7212 105.66 0 0
-4.5 0.73926 104.89 0 0
-4.6 0.75586 104.13 0 0
-4.7 0.77442 103.34 0 0
-4.8 0.78858 102.54 0 0
-4.9 0.80176 101.77 0 0
-5 0.82081 101 0 0
-5.1 0.83985 100.18 0 0
-5.2 0.85401 99.43 0 0
-5.3 0.87061 98.665 0 0
-5.4 0.88477 97.899 0 0
-5.5 0.9043 97.094 0 0
-5.6 0.9209 96.305 0 0
-5.7 0.93848 95.516 0 0
-5.8 0.95215 94.735 0 0
-5.9 0.96827 93.946 0 0
-6 0.98389 93.18 0 0
-6.1 1.0039 92.399 0 0
-6.2 1.0186 91.618 0 0
-6.3 1.0303 90.844 0 0
-6.4 1.0498 90.071 0 0
-6.5 1.065 89.29 0 0
-6.6 1.0786 88.516 0 0
-6.7 1.0952 87.735 0 0
-6.8 1.1104 86.93 0 0
-6.9 1.126 86.149 0 0
-7 1.1397 85.368 0 0
-7.1 1.1582 84.594 0 0
-7.2 1.1748 83.821 0 0
-7.3 1.1846 83.032 0 0
-7.4 1.2022 82.258 0 0
-7.5 1.2173 81.461 0 0
-7.6 1.23 80.696 0 0
-7.7 1.2451 79.915 0 0
-7.8 1.2617 79.126 0 0
-7.9 1.2788 78.344 0 0
-8 1.2896 77.563 0 0
-8.1 1.3047 76.79 0 0
-8.2 1.3169 76.016 0 0
-8.3 1.3296 75.243 0 0
-8.4 1.3477 74.454 0 0
-8.5 1.3584 73.649 0 0
-8.6 1.375 72.876 0 0
-8.7 1.3901 72.126 0 0
-8.8 1.3999 71.329 0 0
-8.9 1.415 70.555 0 0
-9 1.4302 69.79 0 0
-9.1 1.4395 68.961 0 0
-9.2 1.4517 68.204 0 0
-9.3 1.461 67.43 0 0
-9.4 1.4756 66.633 0 0
-9.5 1.4883 65.876 0 0
-9.6 1.499 65.086 0 0
-9.7 1.5142 64.305 0 0
-9.8 1.5249 63.5 0 0
-9.9 1.5322 62.727 0 0
-10 1.5444 61.977 0 0
