I1(135deg) AUX DEG X DEG
-0.7 0.06836 131.71 0 0
-0.8 0.08545 130.95 0 0
-0.9 0.10254 130.14 0 0
-1 0.12158 129.41 0 0
-1.1 0.14307 128.6 0 0
-1.2 0.15869 127.81 0 0
-1.3 0.17725 127.04 0 0
-1.4 0.19824 126.27 0 0
-1.5 0.21485 125.47 0 0
-1.6 0.23194 124.69 0 0
-1.7 0.24902 123.94 0 0
-1.8 0.26758 123.13 0 0
-1.9 0.29151 122.37 0 0
-2 0.30713 121.54 0 0
-2.1 0.3208 120.81 0 0
-2.2 0.33887 120.02 0 0
-2.3 0.35987 119.21 0 0
-2.4 0.37402 118.43 0 0
-2.5 0.39356 117.65 0 0
-2.6 0.41358 116.88 0 0
-2.7 0.4292 116.12 0 0
-2.8 0.44873 115.33 0 0
-2.9 0.46289 114.55 0 0
-3 0.48291 113.77 0 0
-3.1 0.50098 112.98 0 0
-3.2 0.51758 112.2 0 0
-3.3 0.53321 111.42 0 0
-3.4 0.55274 110.63 0 0
-3.5 0.56788 109.84 0 0
-3.6 0.5835 109.06 0 0
-3.7 0.60059 108.31 0 0
-3.8 0.62159 107.51 0 0
-3.9 0.63672 106.74 0 0
-4 0.65186 105.94 0 0
-4.1 0.67237 105.18 0 0
-4.2 0.68897 104.38 0 0
-4.3 0.70459 103.63 0 0
-4.4 0.72266 102.85 0 0
-4.5 0.73633 102.06 0 0
-4.6 0.75586 101.3 0 0
-4.7 0.76953 100.48 0 0
-4.8 0.78956 99.735 0 0
-4.9 0.80176 98.93 0 0
-5 0.82373 98.157 0 0
-5.1 0.83887 97.376 0 0
-5.2 0.85401 96.586 0 0
-5.3 0.87256 95.797 0 0
-5.4 0.88623 95.024 0 0
-5.5 0.90577 94.251 0 0
-5.6 0.92286 93.493 0 0
-5.7 0.93848 92.688 0 0
-5.8 0.95166 91.899 0 0
-5.9 0.97022 91.102 0 0
-6 0.98536 90.336 0 0
-6.1 1.0025 89.571 0 0
-6.2 1.0147 88.782 0 0
-6.3 1.0342 88.008 0 0
-6.4 1.0498 87.235 0 0
-6.5 1.0669 86.43 0 0
-6.6 1.0815 85.68 0 0
-6.7 1.0952 84.86 0 0
-6.8 1.1123 84.102 0 0
-6.9 1.126 83.321 0 0
-7 1.1411 82.516 0 0
-7.1 1.1563 81.758 0 0
-7.2 1.1729 80.969 0 0
-7.3 1.187 80.204 0 0
-7.4 1.2012 79.407 0 0
-7.5 1.2163 78.641 0 0
-7.6 1.23 77.844 0 0
-7.7 1.2485 77.079 0 0
-7.8 1.2622 76.29 0 0
-7.9 1.2769 75.516 0 0
-8 1.294 74.711 0 0
-8.1 1.3032 73.977 0 0
-8.2 1.3169 73.149 0 0
-8.3 1.332 72.391 0 0
-8.4 1.3462 71.602 0 0
-8.5 1.3608 70.852 0 0
-8.6 1.377 70.071 0 0
-8.7 1.3843 69.297 0 0
-8.8 1.4014 68.485 0 0
-8.9 1.415 67.711 0 0
-9 1.4282 66.907 0 0
-9.1 1.4395 66.149 0 0
-9.2 1.4487 65.352 0 0
-9.3 1.4634 64.594 0 0
-9.4 1.4785 63.782 0 0
-9.5 1.4863 63.024 0 0
-9.6 1.502 62.227 0 0
-9.7 1.5161 61.485 0 0
-9.8 1.5235 60.633 0 0
-9.9 1.5405 59.852 0 0
-10 1.5459 59.071 0 0
