,phih,0,45,90,135
52,260.31,-0.02087234844668997,-0.3112795667225918,0.04510715648137331,0.31016045380037116
53,265.31,-0.01628748039344317,-0.326723364853242,0.021552758692499105,0.3227955889087821
54,270.42,-0.012136864084983968,-0.3210752571808724,0.006322196722994449,0.3146647467220732
55,275.43,0.001395306809129046,-0.30271472417778483,-0.009778530640349796,0.2986227591105824
56,280.53,0.008865322479356506,-0.27077558582856603,-0.02775929928944964,0.26398703010376173
57,285.7,0.016767682639288583,-0.23898215805326042,-0.03633144607131712,0.2248469305288
58,289.81,0.019914715663902512,-0.20700245898617417,-0.051649141382590136,0.19508683983614744
59,295.59,0.027526138238210908,-0.15731878593230242,-0.05901804805440758,0.14792861132948223
60,299.91,0.030959279313541564,-0.1220291584044882,-0.06709563152346958,0.10751552131498222
61,304.84,0.03785386240641576,-0.07534585628438724,-0.06948411077770851,0.06120290413364981
62,309.79,0.04128346831387088,-0.031264877062331,-0.07806003040739173,0.01835353174708396
63,315.08,0.04312475523336965,0.015696254471926303,-0.08514716415554244,-0.028513642449103274
64,320.33,0.041789012381842384,0.06107005916103872,-0.08586541310702153,-0.07696464656991195
65,325.3,0.04060045971343143,0.10977394432688528,-0.08604672880920135,-0.11403922830753926
66,330.31,0.04128820268863285,0.15327545601937276,-0.08155767062602867,-0.16107484645211684
67,335.64,0.03778856471231899,0.19546822772178182,-0.07981548184438766,-0.20418813720166473
68,340.66,0.029816785604753582,0.2401254511734258,-0.06986359721166495,-0.24530713781975144
69,345.61,0.02732914841949493,0.2771278042418049,-0.06020238134176225,-0.27314546005871915
70,350.69,0.02267576212514191,0.3071917292928609,-0.052384560926250275,-0.3060405426109936
71,354.75,0.016876143147563215,0.3242793026613027,-0.03672988574793047,-0.3223389463475519
